name,entry_id,formationenergy_id,duplicate_entry_id,icsd_id,prototype,spacegroup,composition_generic,ntypes,natoms,volume_A3,formation_energy_eV_per_atom,stability_eV_per_atom,band_gap_eV,fit,calculation_label,unit_cell_json,sites_json
US,6096,4062567,6096.0,31708.0,NaCl,Fm-3m,AB,2,2,40.561,-1.51518715950668,0.005384959999999994,0.0,standard,static,"[[2.727049, -2.727049, 0.0], [-2.727049, 0.0, -2.727049], [2.727049, 2.727049, 0.0]]","[""S @ 0.5 0 0.5"", ""U @ 0 0 0""]"
PrS,14050,4062570,14050.0,77930.0,NaCl,Fm-3m,AB,2,2,48.7404,-2.16814546575668,0.0003854866666657131,0.0,standard,static,"[[2.899254, -2.899254, 0.0], [-2.899254, 0.0, -2.899254], [2.899254, 2.899254, 0.0]]","[""Pr @ 0 0 0"", ""S @ 0.5 0 0.5""]"
TmTe,18158,4062573,18158.0,106151.0,NaCl,Fm-3m,AB,2,2,56.1062,-1.16367974166667,0.04129928649471548,0.0,standard,static,"[[3.038508, -3.038508, 0.0], [-3.038508, 0.0, -3.038508], [3.038508, 3.038508, 0.0]]","[""Te @ 0.5 0 0.5"", ""Tm @ 0 0 0""]"
ThSe,5081,4062576,5081.0,26653.0,NaCl,Fm-3m,AB,2,2,52.5602,-1.549155235,0.0,0.0,standard,static,"[[2.973096, -2.973096, 0.0], [-2.973096, 0.0, -2.973096], [2.973096, 2.973096, 0.0]]","[""Se @ 0.5 0 0.5"", ""Th @ 0 0 0""]"
PtN,20743,4062579,20743.0,163864.0,ZnS(cF8),F-43m,AB,2,2,26.9393,1.02126855732825,1.02126855732825,0.0,standard,static,"[[2.379317, -2.379317, 0.0], [-2.379317, 0.0, -2.379317], [2.379317, 2.379317, 0.0]]","[""N @ 0.75 0.5 0.25"", ""Pt @ 0 0 0""]"
PtN,20744,4062582,20744.0,163865.0,NaCl,Fm-3m,AB,2,2,22.3594,1.27911776732825,1.27911776732825,0.0,standard,static,"[[2.236025, -2.236025, 0.0], [-2.236025, 0.0, -2.236025], [2.236025, 2.236025, 0.0]]","[""N @ 0.5 0 0.5"", ""Pt @ 0 0 0""]"
GdAs,28037,4062585,8162.0,610585.0,NaCl,Fm-3m,AB,2,2,50.7314,-1.54240091625,5.697999999987324e-05,0.0,standard,static,"[[2.938206, -2.938206, 0.0], [-2.938206, 0.0, -2.938206], [2.938206, 2.938206, 0.0]]","[""As @ 0 0 0"", ""Gd @ 0.5 0 0.5""]"
YHg,17443,4062588,17443.0,104367.0,CsCl,Pm-3m,AB,2,2,50.8958,-0.480003724983134,0.0018111350000000193,0.0,standard,static,"[[3.705903, 0.0, 0.0], [0.0, 3.705903, 0.0], [0.0, 0.0, 3.705903]]","[""Hg @ 0 0 0"", ""Y @ 0.5 0.5 0.5""]"
KI,4108,4062591,4108.0,22158.0,NaCl,Fm-3m,AB,2,2,92.1662,-1.58381484871416,0.0,3.978,standard,static,"[[3.585204, -3.585204, 0.0], [-3.585204, 0.0, -3.585204], [3.585204, 3.585204, 0.0]]","[""I @ 0.5 0 0.5"", ""K @ 0 0 0""]"
ZrHg,17448,4062594,17448.0,104374.0,AuCu,P4/mmm,AB,2,2,42.6199,-0.140400497483134,0.0008610749999998779,0.0,standard,static,"[[3.176461, 0.0, 0.0], [0.0, 3.176461, 0.0], [0.0, 0.0, 4.224019]]","[""Hg @ 0 0 0"", ""Zr @ 0.5 0.5 0.5""]"
ErTl,17197,4062597,17197.0,103310.0,AuCu,P4/mmm,AB,2,2,52.0403,-0.3061866575,0.003788199999999964,0.0,standard,static,"[[3.516324, 0.0, 0.0], [0.0, 3.516324, 0.0], [0.0, 0.0, 4.20884]]","[""Er @ 0 0 0"", ""Tl @ 0.5 0.5 0.5""]"
HoMg,17459,4062600,104106.0,104417.0,CsCl,Pm-3m,AB,2,2,53.5826,-0.0730864112499998,0.00012906000000040274,0.0,standard,static,"[[3.77, 0.0, 0.0], [0.0, 3.77, 0.0], [0.0, 0.0, 3.77]]","[""Ho @ 0 0 0"", ""Mg @ 0.5 0.5 0.5""]"
LuIr,17492,4062603,17492.0,104490.0,CsCl,Pm-3m,AB,2,2,37.4179,-0.972293312500001,0.0014050300000000293,0.0,standard,static,"[[3.344719, 0.0, 0.0], [0.0, 3.344719, 0.0], [0.0, 0.0, 3.344719]]","[""Ir @ 0 0 0"", ""Lu @ 0.5 0.5 0.5""]"
CdS,5709,4062606,5709.0,29278.0,ZnS(cF8),F-43m,AB,2,2,51.0657,-0.787763352006678,0.003228976000000161,1.341,standard,static,"[[2.944646, -2.944646, 0.0], [-2.944646, 0.0, -2.944646], [2.944646, 2.944646, 0.0]]","[""Cd @ 0 0 0"", ""S @ 0.75 0.5 0.25""]"
Ru,7247,4062609,7247.0,40354.0,Mg,P63/mmc,A,1,2,27.4836,0.0,0.0,0.0,standard,static,"[[2.719534, 0.0, 0.0], [-1.359767, 2.355134, 0.0], [0.0, 0.0, 4.291044]]","[""Ru @ 0.333 0.667 0.25"", ""Ru @ 0.667 0.333 0.75""]"
Re,7248,4062612,7248.0,40355.0,Mg,P63/mmc,A,1,2,29.7079,0.0,0.0,0.0,standard,static,"[[2.769518, 0.0, 0.0], [-1.384759, 2.398456, 0.0], [0.0, 0.0, 4.472354]]","[""Re @ 0.333 0.667 0.25"", ""Re @ 0.667 0.333 0.75""]"
Si,5714,4062615,5714.0,29287.0,C(cF8),Fd-3m,A,1,2,40.8251,0.0,0.0,0.773000000000001,standard,static,"[[2.732954, -2.732954, 0.0], [-2.732954, 0.0, -2.732954], [2.732954, 2.732954, 0.0]]","[""Si @ 0 0 0"", ""Si @ 0.75 0.5 0.25""]"
YTe,18159,4062618,18159.0,106153.0,NaCl,Fm-3m,AB,2,2,58.7813,-1.30921191916666,0.03973437375000488,0.0,standard,static,"[[3.086051, -3.086051, 0.0], [-3.086051, 0.0, -3.086051], [3.086051, 3.086051, 0.0]]","[""Te @ 0.5 0 0.5"", ""Y @ 0 0 0""]"
PtC,22281,4062621,22314.0,181114.0,NaCl,Fm-3m,AB,2,2,22.3697,1.47517076125,1.47517076125,0.0,standard,static,"[[2.236369, -2.236369, 0.0], [-2.236369, 0.0, -2.236369], [2.236369, 2.236369, 0.0]]","[""C @ 0 0 0"", ""Pt @ 0.5 0 0.5""]"
MoN,20243,4062624,20243.0,159441.0,WC,P-6m2,AB,2,2,20.3704,-0.383192877671753,0.08841662128207284,0.0,standard,static,"[[2.871769, 0.0, 0.0], [-1.435885, 2.487045, 0.0], [0.0, 0.0, 2.852109]]","[""Mo @ 0 0 0"", ""N @ 0.667 0.333 0.5""]"
ReN,22304,4062627,22303.0,181297.0,NaCl,Fm-3m,AB,2,2,20.3505,0.955574529828247,1.0136864751760577,0.0,standard,static,"[[2.166947, -2.166947, 0.0], [-2.166947, 0.0, -2.166947], [2.166947, 2.166947, 0.0]]","[""N @ 0.5 0 0.5"", ""Re @ 0 0 0""]"
EuHg,17212,4062630,17212.0,103396.0,CsCl,Pm-3m,AB,2,2,56.3456,-0.673060737483134,0.0,0.0,standard,static,"[[3.833717, 0.0, 0.0], [0.0, 3.833717, 0.0], [0.0, 0.0, 3.833717]]","[""Eu @ 0 0 0"", ""Hg @ 0.5 0.5 0.5""]"
BAs,8235,4062633,8235.0,43871.0,ZnS(cF8),F-43m,AB,2,2,27.8605,-0.0223691475000001,0.07751633859589302,1.416,standard,static,"[[2.406132, -2.406132, 0.0], [-2.406132, 0.0, -2.406132], [2.406132, 2.406132, 0.0]]","[""As @ 0 0 0"", ""B @ 0.75 0.5 0.25""]"
ScAu,10797,4062636,10797.0,58582.0,CsCl,Pm-3m,AB,2,2,38.5218,-0.8037018025,0.0037229399999999524,0.0,standard,static,"[[3.377293, 0.0, 0.0], [0.0, 3.377293, 0.0], [0.0, 0.0, 3.377293]]","[""Au @ 0 0 0"", ""Sc @ 0.5 0.5 0.5""]"
ZnNi,30881,4062639,30881.0,647137.0,CuFePt2,P4/mmm,AB,2,2,23.9621,-0.262073060000001,0.0007010499999994813,0.0,standard,static,"[[-1.934199, -1.934199, 0.0], [-1.934199, 1.934199, 0.0], [0.0, 0.0, -3.20253]]","[""Ni @ 0 0 0"", ""Zn @ 0.5 0.5 0.5""]"
